번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
7043,3640000-S201100034,2011-06-10,,사용중,한밭자이아파트 지하 1층 주차장,공공용시설,"대전광역시 동구 대전로 935 (삼성동, 한밭자이아파트)",대전광역시 동구 삼성동 479번지,34569,지하,32120,38933,2024-01-18 9:35,U,2024-01-20 2:40,36,20,26.87,127,25,31.73,36.34101155,127.4250486,993274.0089,1815960.285
7044,3640000-S201100035,2011-06-10,,사용중,맑은미소아파트 지하 1층 주차장,공공용시설,"대전광역시 동구 대전로 872 (삼성동, 맑은미소아파트)",대전광역시 동구 삼성동 108번지 3호,34622,지하,3411,4134,2024-01-18 9:23,U,2024-01-20 2:40,36,20,13.29,127,25,49.6,36.33697053,127.4303095,993745.7859,1815511.698
7045,3640000-S201100036,2011-06-10,,사용중,삼성타운1단지아파트 지하 1층 주차장,공공용시설,"대전광역시 동구 우암로 133 (삼성동, 주공삼성타운아파트)",대전광역시 동구 삼성동 482번지,34611,지하,6302,7638,2024-01-18 9:21,U,2024-01-20 2:40,36,20,22.37,127,25,57.37,36.33981638,127.4326806,993958.7968,1815827.211
7046,3640000-S201100037,2011-06-10,,사용중,삼성타운2단지아파트 지하 1층 주차장,공공용시설,"대전광역시 동구 우암로 133-1 (삼성동, 주공삼성타운아파트)",대전광역시 동구 삼성동 481번지,34611,지하,2759,3344,2024-01-18 9:22,U,2024-01-20 2:40,36,20,25.72,127,25,57.47,36.34047832,127.4326315,993954.446,1815900.638
7047,3640000-S201200003,2012-07-02,,사용중,스마트뷰아파트 101동 지하주차장 1층~2층,공공용시설,"대전광역시 동구 성남로 15 (성남동, 스마트뷰)",대전광역시 동구 성남동 528번지,34582,지하,6597,7996,2023-06-14 16:05,I,2023-07-28 1:14,36,20,36.42,127,25,56.43,36.34345055,127.4323423,993928.7237,1816230.338
7048,3640000-S201200007,2012-01-06,,사용중,대전복합터미널 동관 지하1층,공공용시설,대전광역시 동구 동서대로1695번길 30 (용전동),대전광역시 동구 용전동 68번지 2호,34551,지하,1651,2001,2023-11-03 16:00,U,2023-11-05 2:40,36,21,4.59,127,26,15.07,36.35099474,127.437453,994387.8695,1817066.84
7049,3640000-S201200008,2012-01-06,,사용중,대전복합터미널 서관 지하2층,공공용시설,대전광역시 동구 동서대로 1689 (용전동),대전광역시 동구 용전동 63번지 3호,34551,지하,2903,3518,2023-11-03 15:57,U,2023-11-05 2:40,36,21,1.14,127,26,12.1,36.34998655,127.4369703,994344.4915,1816955.038
7050,3640000-S201300001,2013-03-20,,사용중,남대전e편한세상아파트 지하1층 주차장,공공용시설,"대전광역시 동구 산내로 1330 (낭월동, 남대전e편한세상)",대전광역시 동구 낭월동 723번지,34703,지하,26763,32440,2023-07-25 13:22,U,2023-08-01 2:40,36,16,56.06,127,28,4.79,36.28223777,127.4679981,997126.0576,1809438.942
7051,3640000-S201600001,2016-08-29,,사용중,펜타뷰아파트 지하1층주차장,공공용시설,"대전광역시 동구 계족로140번길 33 (대동, 펜타뷰)",대전광역시 동구 대동 535번지,34658,지하,21057,25523,2023-09-08 9:07,U,2023-09-10 2:40,36,19,35.08,127,26,47.69,36.3263807,127.4466604,995212.517,1814336.132
7052,3640000-S201600002,2016-08-29,,사용중,새들뫼휴먼시아1단지 지하1층주차장,공공용시설,"대전광역시 동구 계족로 137 (대동, 새들뫼휴먼시아1단지)",대전광역시 동구 대동 527번지,34640,지하,24112,29226,2024-01-26 14:25,U,2024-01-28 2:40,36,19,35.06,127,26,31.51,36.32640462,127.4420871,994802.0423,1814339.022
7053,3640000-S201600003,2016-08-31,,사용중,광제사 지하실 1층,공공용시설,대전광역시 동구 성동로13번길 10 (자양동),대전광역시 동구 자양동 89번지 9호,34517,지하,129.96,157,2024-01-24 15:09,U,2024-01-26 2:40,36,20,15.98,127,27,10.45,36.33777197,127.4529039,995773.5183,1815599.37
7054,3640000-S201700001,2017-02-06,,사용중,신동아파밀리에아파트 2단지 지하주차장 1층,공공용시설,"대전광역시 동구 동산초교로 34 (홍도동, 신동아파밀리에아파트2단지)",대전광역시 동구 홍도동 1004번지,34555,지하,3644,4416,2023-07-06 17:19,I,2023-07-28 1:14,36,20,49.04,127,25,34.28,36.347033,127.4261513,993373.4791,1816628.114
7055,3640000-S201700002,2017-02-06,,사용중,신동아파밀리에아파트 3단지 지하주차장 1층,공공용시설,"대전광역시 동구 동산초교로55번길 20 (홍도동, 신동아파밀리에아파트3단지)",대전광역시 동구 홍도동 1001번지,34555,지하,6318,7658,2023-07-06 17:20,I,2023-07-28 1:14,36,20,52.83,127,25,24.15,36.34791658,127.4232833,993116.2018,1816726.322
7056,3640000-S201700003,2017-02-06,,사용중,신동아파밀리에아파트 4단지 지하주차장 1층,공공용시설,"대전광역시 동구 동산초교로 47 (홍도동, 신동아파밀리에아파트4단지)",대전광역시 동구 홍도동 1002번지,34555,지하,5142,6232,2023-07-06 17:20,I,2023-07-28 1:14,36,20,52.14,127,25,29.1,36.34781542,127.4247491,993247.7225,1816714.998
7057,3640000-S201700006,2017-02-07,,사용중,행복한어르신복지관 지하 1층,공공용시설,대전광역시 동구 동부로 23 (판암동),대전광역시 동구 판암동 518번지 3호,34672,지하,519.11,629,2023-06-09 14:58,I,2023-07-28 1:14,36,19,9.9,127,27,22.78,36.31928878,127.4563686,996083.5202,1813549.055
7058,3640000-S201700007,2017-02-08,,사용중,탑그린빌라 지하 1층 주차장,공공용시설,"대전광역시 동구 현암로10번길 47 (삼성동, 탑그린빌라)",대전광역시 동구 삼성동 378번지 3호,34563,지하,156,189,2024-01-18 9:22,U,2024-01-20 2:40,36,20,38.91,127,25,12.47,36.34414266,127.4201319,992833.0851,1816307.944
7059,3640000-S201700009,2017-04-13,,사용중,홍익아파트 지하1층 주차장,공공용시설,"대전광역시 동구 대전로 529 (천동, 천동홍익아파트)",대전광역시 동구 천동 71번지 14호,34690,지하,1356,1643,2023-07-04 8:21,I,2023-07-28 1:14,36,18,40.51,127,26,48.19,36.31121605,127.4468767,995231.0099,1812654.05
7060,3640000-S201700010,2017-02-08,,사용중,대청동다목적회관 지하1층,공공용시설,"대전광역시 동구 세천로 3 (세천동, 대청동다목적회관)",대전광역시 동구 세천동 64번지,34501,지하,60.94,72,2023-11-02 10:38,U,2023-11-04 2:40,36,20,26.31,127,29,36.23,36.3406704,127.4932404,999393.401,1815919.858
7061,3640000-S201700011,2017-02-08,,사용중,대청호자연생태관 지하1층,공공용시설,"대전광역시 동구 천개동로 41 (추동, 대청호자연생태관)",대전광역시 동구 추동 454번지 3호,34500,지하,90.1,109,2023-11-02 10:40,U,2023-11-04 2:40,36,22,25.08,127,28,15.33,36.37363417,127.4709241,997391.8777,1819576.612
7062,3640000-S201700012,2017-04-13,,사용중,푸른아파트 지하주차장 1층,공공용시설,"대전광역시 동구 계족로512번길 96 (용전동, 푸른아파트)",대전광역시 동구 용전동 57번지 21호,34543,지하,2902,3517,2023-11-03 16:00,U,2023-11-05 2:40,36,21,15.52,127,26,10.64,36.35438962,127.4366348,994314.7025,1817443.452
7063,3640000-S201700013,2017-05-18,,사용중,남대전장례식장 지하1층,공공용시설,"대전광역시 동구 산서로1660번길 142 (대별동, 남대전장례식장)",대전광역시 동구 대별동 2번지 5호,34711,지하,1981,2401,2023-03-24 14:35,I,2023-07-28 1:14,36,17,0.73,127,27,47.19,36.2835374,127.4631084,996686.9919,1809583.253
7064,3640000-S201700014,2017-05-18,,사용중,은어송코오롱하늘채2차아파트 지하1층~2층 주차장,공공용시설,"대전광역시 동구 대전로340번길 15 (대성동, 은어송코오롱하늘채2차)",대전광역시 동구 대성동 420번지,34698,지하,15501,18789,2023-07-25 13:23,U,2023-08-01 2:40,36,17,56.18,127,27,37.48,36.29838975,127.4597652,996387.4449,1811230.795
7065,3640000-S201700015,2017-05-24,,사용중,"대전 동구청 지하1층, 지하2층 주차장",공공용시설,"대전광역시 동구 동구청로 147 (가오동, 동구청)",대전광역시 동구 가오동 425번지,34691,지하,15233.52,18464,2023-07-04 8:22,I,2023-07-28 1:14,36,18,42.92,127,27,17.67,36.3114216,127.4547436,995937.2473,1812676.491
7066,3640000-S201700016,2017-12-15,,사용중,대주파크빌 101동 앞 지하주차장(지하1층),공공용시설,"대전광역시 동구 충정로 136 (가양동, 대주파크빌)",대전광역시 동구 가양동 652번지 1호,34509,지하,3082,3735,2023-01-04 11:06,I,2023-07-28 1:14,36,20,35.07,127,26,57.27,36.3430754,127.4492417,995445.1703,1816187.797
7067,3640000-S201700017,2017-12-15,,사용중,대주파크빌 103동 앞 지하주차장(지하1층),공공용시설,"대전광역시 동구 충정로 136 (가양동, 대주파크빌)",대전광역시 동구 가양동 652번지 1호,34509,지하,7000,8484,2023-01-04 11:07,I,2023-07-28 1:14,36,20,35.07,127,26,57.27,36.3430754,127.4492417,995445.1703,1816187.797
7068,3640000-S201700018,2017-12-15,,사용중,대주파크빌 106동 앞 지하주차장(지하1층),공공용시설,"대전광역시 동구 충정로 136 (가양동, 대주파크빌)",대전광역시 동구 가양동 652번지 1호,34509,지하,5484,6647,2023-01-04 11:07,I,2023-07-28 1:14,36,20,35.07,127,26,57.27,36.3430754,127.4492417,995445.1703,1816187.797
7069,3640000-S202000001,2020-05-07,,사용중,이스트시티2단지 지하주차장 1층,공공용시설,"대전광역시 동구 동대전로46번길 120 (신흥동, LH이스트시티2단지)",대전광역시 동구 신흥동 262번지 LH이스트시티2단지,34638,지하,22793,27627,2023-07-06 16:58,I,2023-07-28 1:14,36,19,24.33,127,26,26.09,36.32342547,127.4405809,994666.6512,1814008.654
7070,3640000-S202300001,2023-01-30,,사용중,신흥 SK뷰(아) 지하주차장 1층,공공용시설,"대전광역시 동구 충무로 255 (신흥동, 신흥 SKVIEW아파트)",대전광역시 동구 신흥동 264 신흥 SKVIEW아파트,34642,지하,30051,36425,2023-08-28 9:24,U,2023-08-30 2:40,36,19,24.56,127,26,35.25,36.32348845,127.4431256,994895.0656,1814015.503
7071,3640000-S202300002,2023-01-26,,사용중,에코포레아파트 전체 동의 지하주차장(지하2층),공공용시설,"대전광역시 동구 용운로 203(용운동, e편한세상 대전에코포레)",대전광역시 동구 용운동 783 e편한세상 대전에코포레,34523,지하,22645,27448,2023-10-25 15:43,U,2023-10-27 2:40,36,19,38.85,127,27,54.34,36.32745699,127.4650939,996867.0551,1814454.761
7072,3640000-S202300003,2023-01-30,,사용중,이스트시티1단지아파트지하주차장(지하1층),공공용시설,"대전광역시 동구 동대전로46번길 30(대동, 이스트시티1단지)",대전광역시 동구 대동 539 이스트시티1단지,34637,지하,38163,46258,2023-09-08 9:07,U,2023-09-10 2:40,36,19,37.62,127,26,25.16,36.32711078,127.4402667,994638.6985,1814417.449
7073,3640000-S202400001,2024-01-29,,사용중,한울아파트 지하2층 주차장,공공용시설,"대전광역시 동구 대흥로206번길 54 (인동, 한울아파트)",대전광역시 동구 인동 73-1 한울아파트,34631,지하,3405.23,4127,2024-02-01 9:05,I,2024-02-03 1:16,36,19,26.83,127,26,8.13,36.3241201,127.435593,994218.9962,1814085.99
7074,3650000-S198200001,1982-01-01,,사용중,충남대학교병원 전체 동의 지하1층,공공용시설,"대전광역시 중구 문화로 282 (대사동, 충남대학교병원)",대전광역시 중구 대사동 640번지,35015,지하,1946,2358,2023-06-14 9:29,I,2023-07-28 1:14,36,19,3.39,127,25,1.16,36.31773108,127.4156407,992427.5151,1813378.693
7075,3650000-S198300002,1983-01-01,,사용중,남대전성결교회 지하실 1층,공공용시설,대전광역시 중구 문창로 30 (문창동),대전광역시 중구 문창동 107번지 11호,35028,지하,495.87,601,2023-06-21 11:24,I,2023-07-28 1:14,36,18,58.79,127,26,7.25,36.31633107,127.4353483,994196.4544,1813222.04
7076,3650000-S198700030,1987-01-01,,사용중,서문교회,공공용시설,대전광역시 중구 산성로138번길 8 (문화동),대전광역시 중구 문화동 388번지 3호,35002,지하,303.6,368,2023-06-14 9:30,I,2023-07-28 1:14,36,18,41.31,127,24,8.58,36.31177137,127.4022485,991224.6999,1812718.77
7077,3650000-S198800017,1988-01-01,,사용중,"은혜아파트 3,4라인 지하1층",공공용시설,대전광역시 중구 대종로334번길 40 (문창동),대전광역시 중구 문창동 123번지 23호,35031,지하,274.38,332,2023-06-21 11:27,I,2023-07-28 1:14,36,18,58.2,127,26,9.36,36.31624658,127.4357557,994233.0179,1813212.644
7078,3650000-S198800036,1988-01-01,,사용중,유진하나아파트 지하주차장 1층,공공용시설,"대전광역시 중구 태평로44번길 53 (유천동, 유진하나아파트)",대전광역시 중구 유천동 319번지 1호,34887,지하,1002.9,1215,2023-07-23 9:33,U,2023-07-30 2:40,36,19,17.37,127,23,44.78,36.32148671,127.395751,990642.5683,1813797.01
7079,3650000-S198900021,1989-05-27,,사용중,플래티늄 요양원 지하주차장,공공용시설,대전광역시 중구 계룡로 934 (대사동),대전광역시 중구 대사동 248번지 357호,34964,지하,255.68,309,2023-06-14 9:31,I,2023-07-28 1:14,36,19,9.81,127,24,56.89,36.31944959,127.4158756,992448.761,1813569.292
7080,3650000-S198900028,1989-01-01,,사용중,삼부아파트 4단지 전체 동의 지하1층,공공용시설,"대전광역시 중구 태평로 55 (태평동, 삼부아파트4단지)",대전광역시 중구 태평동 393번지,34885,지하,7790.1,9442,2023-08-14 13:14,U,2023-08-21 2:40,36,19,18.92,127,23,34.85,36.32192099,127.3930128,990396.837,1813845.449
7082,3650000-S199000004,1990-01-01,,사용중,중앙로 지하상가,공공용시설,대전광역시 중구 중앙로 지하 145,대전광역시 중구 은행동 216번지,,지하,12322,14935,2023-06-13 16:20,I,2023-07-28 1:14,36,19,45.52,127,25,34.33,36.32893057,127.4253926,993303.8443,1814620.228
7083,3650000-S199000008,1990-01-01,,사용중,중도빌딩 쇼핑,공공용시설,"대전광역시 중구 목중로26번길 45 (중촌동, 중도상가(지하주차장))",대전광역시 중구 중촌동 12번지 2호,34812,지하,791,958,2023-06-14 9:33,I,2023-07-28 1:14,36,20,15.85,127,24,45.97,36.33763567,127.4129075,992184.1564,1815586.742
7084,3650000-S199100031,1991-01-01,,사용중,유천현대1차아파트 관리사무소 지하 1층,공공용시설,"대전광역시 중구 계백로1615번길 34(유천동, 현대아파트)",대전광역시 중구 유천동 10 현대아파트,34899,지하,7915.36,9594,2023-09-19 20:54,U,2023-09-21 2:40,36,19,13.77,127,23,57.3,36.32049156,127.3992492,990956.4489,1813686.295
7086,3650000-S199200001,1992-12-19,,사용중,중구 민방위교육장,공공용시설,"대전광역시 중구 문화로46번길 50 (산성동, 민방위교육장)",대전광역시 중구 산성동 36번지 2호,34996,지하,1345.46,1630,2023-07-02 7:34,I,2023-07-28 1:14,36,18,30.63,127,23,28.67,36.3085074,127.3913088,990242.2134,1812357.777
7087,3650000-S199200018,1992-01-01,,사용중,센트리아오피스텔,공공용시설,"대전광역시 중구 계백로 1719 (오류동, 센트리아오피스텔)",대전광역시 중구 오류동 154번지 4호,34909,지하,7001.68,8486,2023-06-21 11:18,I,2023-07-28 1:14,36,19,19.92,127,24,37.69,36.32210273,127.4104139,991958.7743,1813864.021
7088,3650000-S199200024,1992-01-01,,사용중,삼부아파트 5단지 지하주차장 1~3층,공공용시설,"대전광역시 중구 태평로 89 (태평동, 삼부아파트5단지)",대전광역시 중구 태평동 408번지 1호,34885,지하,3646.3,4419,2023-08-14 13:22,U,2023-08-21 2:40,36,19,29.1,127,23,37.14,36.32480917,127.3942163,990505.2109,1814165.688
7089,3650000-S199300005,1993-01-01,,사용중,선병원,공공용시설,"대전광역시 중구 목중로 29 (목동, 선병원)",대전광역시 중구 목동 10번지 7호,34811,지하,6611.6,8014,2023-06-21 10:59,I,2023-07-28 1:14,36,20,10.55,127,24,37.78,36.33626451,127.410495,991967.5127,1815434.849
7090,3650000-S199300028,1993-01-01,,사용중,유천현대2차아파트 지하주차장 1층,공공용시설,"대전광역시 중구 계백로1615번길 34(유천동, 현대아파트)",대전광역시 중구 유천동 10-7 현대아파트,34899,지하,4780.16,5794,2023-07-23 9:32,U,2023-07-30 2:40,36,19,13.77,127,23,57.3,36.32049156,127.3992492,990956.4489,1813686.295
7091,3650000-S199400018,1994-01-01,,사용중,SK텔레콤,공공용시설,대전광역시 중구 보문로 82 (부사동),대전광역시 중구 부사동 137번지 5호,35023,지하,2517,3050,2023-09-14 16:31,U,2023-09-16 2:40,36,18,49.29,127,25,55.18,36.31359339,127.4319098,993887.5824,1812918.588
7092,3650000-S199400021,1994-01-01,,사용중,성공빌딩,공공용시설,"대전광역시 중구 계룡로 786 (오류동, 사학연금회관)",대전광역시 중구 오류동 188번지 15호,34873,지하,7600.03,9212,2023-06-21 11:22,I,2023-07-28 1:14,36,19,44.03,127,24,14.89,36.32889932,127.404326,991413.0724,1814618.426
